               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,             0.05025,             0.16498,           0.0063347,             0.48077,             0.35473,             0.36762,             0.19933,             0.05025,             0.14735,            0.010872,           0.0050765,           0.0050765,           0.0050765
                 161,            0.050225,             0.16303,            0.006259,               0.483,             0.35467,             0.36794,             0.19932,            0.050251,             0.14737,            0.010882,           0.0050296,           0.0050296,           0.0050296
                 162,            0.050069,              0.1647,           0.0062004,             0.48397,             0.35486,             0.36782,             0.19966,            0.050252,              0.1474,            0.010889,           0.0049828,           0.0049828,           0.0049828
                 163,            0.050154,             0.16421,           0.0062734,             0.48445,              0.3552,              0.3676,             0.19931,            0.050255,             0.14743,            0.010893,            0.004936,            0.004936,            0.004936
                 164,            0.050144,             0.16536,           0.0062587,             0.48244,             0.35659,             0.36768,             0.19963,            0.050256,             0.14745,            0.010898,           0.0048893,           0.0048893,           0.0048893
                 165,             0.04998,             0.16256,           0.0061446,             0.48436,             0.35595,             0.36761,             0.19972,            0.050256,             0.14748,            0.010902,           0.0048426,           0.0048426,           0.0048426
                 166,            0.050097,             0.16418,           0.0061641,              0.4862,             0.35616,             0.36753,             0.19974,            0.050259,             0.14752,            0.010908,            0.004796,            0.004796,            0.004796
                 167,            0.049924,             0.16207,           0.0061654,              0.4841,             0.35686,             0.36764,             0.19992,             0.05026,             0.14755,            0.010914,           0.0047495,           0.0047495,           0.0047495
                 168,            0.050007,             0.16171,           0.0060768,             0.48452,             0.35677,             0.36793,                 0.2,            0.050262,             0.14757,            0.010921,           0.0047031,           0.0047031,           0.0047031
                 169,            0.049839,             0.16299,           0.0061416,              0.4854,             0.35597,             0.36775,             0.20016,            0.050265,             0.14762,            0.010929,           0.0046568,           0.0046568,           0.0046568
                 170,            0.050017,             0.16245,           0.0061788,             0.48511,             0.35601,              0.3679,             0.20016,             0.05027,             0.14768,             0.01094,           0.0046105,           0.0046105,           0.0046105
                 171,            0.049836,             0.16254,            0.006092,             0.49337,             0.35303,              0.3678,              0.2002,            0.050273,              0.1477,            0.010948,           0.0045644,           0.0045644,           0.0045644
                 172,            0.050033,             0.16327,           0.0061199,             0.48697,             0.35595,             0.36794,             0.20001,            0.050277,             0.14773,            0.010955,           0.0045184,           0.0045184,           0.0045184
                 173,            0.049922,             0.16094,             0.00611,             0.48511,             0.35602,             0.36766,             0.20017,            0.050283,             0.14777,            0.010964,           0.0044724,           0.0044724,           0.0044724
                 174,            0.049891,             0.16178,           0.0060161,             0.47889,             0.35833,             0.36769,             0.20003,            0.050286,             0.14781,            0.010972,           0.0044266,           0.0044266,           0.0044266
                 175,            0.050015,             0.16328,           0.0060828,             0.49687,             0.35242,             0.36742,             0.20002,            0.050288,             0.14786,            0.010976,           0.0043809,           0.0043809,           0.0043809
                 176,             0.04981,             0.16309,           0.0060812,             0.48471,             0.35607,             0.36748,             0.19981,            0.050293,              0.1479,            0.010984,           0.0043353,           0.0043353,           0.0043353
                 177,            0.049783,             0.16209,           0.0060209,             0.48585,             0.35633,             0.36727,             0.19995,            0.050296,             0.14794,            0.010993,           0.0042899,           0.0042899,           0.0042899
                 178,             0.04966,             0.16191,            0.006085,             0.48855,             0.35532,             0.36735,              0.1998,            0.050299,             0.14797,            0.010999,           0.0042445,           0.0042445,           0.0042445
                 179,            0.049769,             0.16134,           0.0059463,             0.48799,              0.3553,             0.36739,             0.19978,            0.050303,               0.148,            0.011007,           0.0041994,           0.0041994,           0.0041994
                 180,            0.049786,             0.16317,           0.0060481,             0.48784,             0.35494,             0.36723,              0.1996,            0.050305,             0.14803,            0.011013,           0.0041543,           0.0041543,           0.0041543
                 181,            0.049727,             0.16454,            0.005951,             0.49215,             0.35433,             0.36744,             0.19951,            0.050309,             0.14807,            0.011016,           0.0041094,           0.0041094,           0.0041094
                 182,            0.049552,             0.16171,           0.0060237,             0.48846,             0.35471,             0.36719,             0.19957,            0.050314,             0.14808,            0.011021,           0.0040647,           0.0040647,           0.0040647
                 183,            0.049652,              0.1617,           0.0059346,             0.49253,             0.35339,             0.36697,             0.19962,            0.050315,             0.14811,            0.011028,           0.0040201,           0.0040201,           0.0040201
                 184,            0.049796,              0.1628,           0.0058282,             0.48857,             0.35425,             0.36701,             0.19996,            0.050319,             0.14818,            0.011036,           0.0039757,           0.0039757,           0.0039757
                 185,            0.049417,             0.15954,           0.0059063,             0.48656,             0.35439,             0.36682,             0.19997,            0.050322,             0.14819,            0.011042,           0.0039314,           0.0039314,           0.0039314
                 186,            0.049289,             0.16002,           0.0058379,             0.48853,             0.35425,             0.36675,             0.19982,            0.050325,             0.14822,            0.011049,           0.0038873,           0.0038873,           0.0038873
